dataset,status,sender,receiver,n_samples,n_eligible_samples,n_eligible_donors,min_cells
"SCP2959","Non-stricture","Endothelial","B_cell::CSM",14,11,11,10
"SCP2959","Non-stricture","Endothelial","B_cell::Centroblast B",14,4,4,10
"SCP2959","Non-stricture","Endothelial","B_cell::Centrocyte B",14,4,4,10
"SCP2959","Non-stricture","Endothelial","B_cell::DN2",14,8,8,10
"SCP2959","Non-stricture","Endothelial","B_cell::IgM-only",14,0,0,10
"SCP2959","Non-stricture","Endothelial","B_cell::MZ",14,3,3,10
"SCP2959","Non-stricture","Endothelial","B_cell::Naïve B",14,8,8,10
"SCP2959","Non-stricture","Endothelial","Plasma::Activated plasma",14,10,10,10
"SCP2959","Non-stricture","Endothelial","Plasma::IgA plasma",14,11,11,10
"SCP2959","Non-stricture","Endothelial","Plasma::IgG plasma",14,10,10,10
"SCP2959","Non-stricture","Endothelial","Plasma::Transitional B",14,1,1,10
"SCP2959","Non-stricture","Epithelial","B_cell::ActB3",14,5,5,10
"SCP2959","Non-stricture","Epithelial","B_cell::CSM",14,11,11,10
"SCP2959","Non-stricture","Epithelial","B_cell::Centroblast B",14,4,4,10
"SCP2959","Non-stricture","Epithelial","B_cell::Centrocyte B",14,4,4,10
"SCP2959","Non-stricture","Epithelial","B_cell::DN2",14,8,8,10
"SCP2959","Non-stricture","Epithelial","B_cell::IgM-only",14,0,0,10
"SCP2959","Non-stricture","Epithelial","B_cell::MZ",14,3,3,10
"SCP2959","Non-stricture","Epithelial","B_cell::Naïve B",14,8,8,10
"SCP2959","Non-stricture","Epithelial","Plasma::Activated plasma",14,10,10,10
"SCP2959","Non-stricture","Epithelial","Plasma::IgA plasma",14,11,11,10
"SCP2959","Non-stricture","Epithelial","Plasma::IgG plasma",14,10,10,10
"SCP2959","Non-stricture","Epithelial","Plasma::Transitional B",14,1,1,10
"SCP2959","Non-stricture","Mast","B_cell::ActB3",14,4,4,10
"SCP2959","Non-stricture","Mast","B_cell::CSM",14,9,9,10
"SCP2959","Non-stricture","Mast","B_cell::Centroblast B",14,3,3,10
"SCP2959","Non-stricture","Mast","B_cell::Centrocyte B",14,3,3,10
"SCP2959","Non-stricture","Mast","B_cell::DN2",14,7,7,10
"SCP2959","Non-stricture","Mast","B_cell::IgM-only",14,0,0,10
"SCP2959","Non-stricture","Mast","B_cell::MZ",14,2,2,10
"SCP2959","Non-stricture","Mast","B_cell::Naïve B",14,6,6,10
"SCP2959","Non-stricture","Mast","Plasma::Activated plasma",14,9,9,10
"SCP2959","Non-stricture","Mast","Plasma::IgA plasma",14,9,9,10
"SCP2959","Non-stricture","Mast","Plasma::IgG plasma",14,8,8,10
"SCP2959","Non-stricture","Mast","Plasma::Transitional B",14,0,0,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::ActB3",14,5,5,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::CSM",14,10,10,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::Centroblast B",14,4,4,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::Centrocyte B",14,4,4,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::DN2",14,8,8,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::IgM-only",14,0,0,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::MZ",14,3,3,10
"SCP2959","Non-stricture","Mesenchymal_stromal","B_cell::Naïve B",14,7,7,10
"SCP2959","Non-stricture","Mesenchymal_stromal","Plasma::Activated plasma",14,10,10,10
"SCP2959","Non-stricture","Mesenchymal_stromal","Plasma::IgA plasma",14,10,10,10
"SCP2959","Non-stricture","Mesenchymal_stromal","Plasma::IgG plasma",14,9,9,10
"SCP2959","Non-stricture","Mesenchymal_stromal","Plasma::Transitional B",14,1,1,10
"SCP2959","Non-stricture","Myeloid","B_cell::ActB3",14,5,5,10
"SCP2959","Non-stricture","Myeloid","B_cell::CSM",14,11,11,10
"SCP2959","Non-stricture","Myeloid","B_cell::Centroblast B",14,4,4,10
"SCP2959","Non-stricture","Myeloid","B_cell::Centrocyte B",14,4,4,10
"SCP2959","Non-stricture","Myeloid","B_cell::DN2",14,8,8,10
"SCP2959","Non-stricture","Myeloid","B_cell::IgM-only",14,0,0,10
"SCP2959","Non-stricture","Myeloid","B_cell::MZ",14,3,3,10
"SCP2959","Non-stricture","Myeloid","B_cell::Naïve B",14,8,8,10
"SCP2959","Non-stricture","Myeloid","Plasma::Activated plasma",14,10,10,10
"SCP2959","Non-stricture","Myeloid","Plasma::IgA plasma",14,11,11,10
"SCP2959","Non-stricture","Myeloid","Plasma::IgG plasma",14,10,10,10
"SCP2959","Non-stricture","Myeloid","Plasma::Transitional B",14,1,1,10
"SCP2959","Non-stricture","T_NK","B_cell::ActB3",14,5,5,10
"SCP2959","Non-stricture","T_NK","B_cell::CSM",14,11,11,10
"SCP2959","Non-stricture","T_NK","B_cell::Centroblast B",14,4,4,10
"SCP2959","Non-stricture","T_NK","B_cell::Centrocyte B",14,4,4,10
"SCP2959","Non-stricture","T_NK","B_cell::DN2",14,8,8,10
"SCP2959","Non-stricture","T_NK","B_cell::IgM-only",14,0,0,10
"SCP2959","Non-stricture","T_NK","B_cell::MZ",14,3,3,10
"SCP2959","Non-stricture","T_NK","B_cell::Naïve B",14,8,8,10
"SCP2959","Non-stricture","T_NK","Plasma::Activated plasma",14,10,10,10
"SCP2959","Non-stricture","T_NK","Plasma::IgA plasma",14,11,11,10
"SCP2959","Non-stricture","T_NK","Plasma::IgG plasma",14,10,10,10
"SCP2959","Non-stricture","T_NK","Plasma::Transitional B",14,1,1,10
"SCP2959","Inflamed","B_cell::ActB3","Endothelial",1,1,1,10
"SCP2959","Inflamed","B_cell::ActB3","Epithelial",1,1,1,10
"SCP2959","Inflamed","B_cell::ActB3","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::ActB3","Mesenchymal_stromal",1,1,1,10
"SCP2959","Inflamed","B_cell::ActB3","Myeloid",1,1,1,10
"SCP2959","Inflamed","B_cell::ActB3","T_NK",1,1,1,10
"SCP2959","Inflamed","B_cell::CSM","Endothelial",1,1,1,10
"SCP2959","Inflamed","B_cell::CSM","Epithelial",1,1,1,10
"SCP2959","Inflamed","B_cell::CSM","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::CSM","Mesenchymal_stromal",1,1,1,10
"SCP2959","Inflamed","B_cell::CSM","Myeloid",1,1,1,10
"SCP2959","Inflamed","B_cell::CSM","T_NK",1,1,1,10
"SCP2959","Inflamed","B_cell::Centroblast B","Endothelial",1,0,0,10
"SCP2959","Inflamed","B_cell::Centroblast B","Epithelial",1,0,0,10
"SCP2959","Inflamed","B_cell::Centroblast B","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::Centroblast B","Mesenchymal_stromal",1,0,0,10
"SCP2959","Inflamed","B_cell::Centroblast B","Myeloid",1,0,0,10
"SCP2959","Inflamed","B_cell::Centroblast B","T_NK",1,0,0,10
"SCP2959","Inflamed","B_cell::Centrocyte B","Endothelial",1,0,0,10
"SCP2959","Inflamed","B_cell::Centrocyte B","Epithelial",1,0,0,10
"SCP2959","Inflamed","B_cell::Centrocyte B","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::Centrocyte B","Mesenchymal_stromal",1,0,0,10
"SCP2959","Inflamed","B_cell::Centrocyte B","Myeloid",1,0,0,10
"SCP2959","Inflamed","B_cell::Centrocyte B","T_NK",1,0,0,10
"SCP2959","Inflamed","B_cell::DN2","Endothelial",1,1,1,10
"SCP2959","Inflamed","B_cell::DN2","Epithelial",1,1,1,10
"SCP2959","Inflamed","B_cell::DN2","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::DN2","Mesenchymal_stromal",1,1,1,10
"SCP2959","Inflamed","B_cell::DN2","Myeloid",1,1,1,10
"SCP2959","Inflamed","B_cell::DN2","T_NK",1,1,1,10
"SCP2959","Inflamed","B_cell::IgM-only","Endothelial",1,0,0,10
"SCP2959","Inflamed","B_cell::IgM-only","Epithelial",1,0,0,10
"SCP2959","Inflamed","B_cell::IgM-only","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::IgM-only","Mesenchymal_stromal",1,0,0,10
"SCP2959","Inflamed","B_cell::IgM-only","Myeloid",1,0,0,10
"SCP2959","Inflamed","B_cell::IgM-only","T_NK",1,0,0,10
"SCP2959","Inflamed","B_cell::MZ","Endothelial",1,0,0,10
"SCP2959","Inflamed","B_cell::MZ","Epithelial",1,0,0,10
"SCP2959","Inflamed","B_cell::MZ","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::MZ","Mesenchymal_stromal",1,0,0,10
"SCP2959","Inflamed","B_cell::MZ","Myeloid",1,0,0,10
"SCP2959","Inflamed","B_cell::MZ","T_NK",1,0,0,10
"SCP2959","Inflamed","B_cell::Naïve B","Endothelial",1,0,0,10
"SCP2959","Inflamed","B_cell::Naïve B","Epithelial",1,0,0,10
"SCP2959","Inflamed","B_cell::Naïve B","Mast",1,0,0,10
"SCP2959","Inflamed","B_cell::Naïve B","Mesenchymal_stromal",1,0,0,10
"SCP2959","Inflamed","B_cell::Naïve B","Myeloid",1,0,0,10
"SCP2959","Inflamed","B_cell::Naïve B","T_NK",1,0,0,10
"SCP2959","Inflamed","Plasma::Activated plasma","Endothelial",1,1,1,10
"SCP2959","Inflamed","Plasma::Activated plasma","Epithelial",1,1,1,10
"SCP2959","Inflamed","Plasma::Activated plasma","Mast",1,0,0,10
"SCP2959","Inflamed","Plasma::Activated plasma","Mesenchymal_stromal",1,1,1,10
"SCP2959","Inflamed","Plasma::Activated plasma","Myeloid",1,1,1,10
"SCP2959","Inflamed","Plasma::Activated plasma","T_NK",1,1,1,10
"SCP2959","Inflamed","Plasma::IgA plasma","Endothelial",1,1,1,10
"SCP2959","Inflamed","Plasma::IgA plasma","Epithelial",1,1,1,10
"SCP2959","Inflamed","Plasma::IgA plasma","Mast",1,0,0,10
"SCP2959","Inflamed","Plasma::IgA plasma","Mesenchymal_stromal",1,1,1,10
"SCP2959","Inflamed","Plasma::IgA plasma","Myeloid",1,1,1,10
"SCP2959","Inflamed","Plasma::IgA plasma","T_NK",1,1,1,10
"SCP2959","Inflamed","Plasma::IgG plasma","Endothelial",1,1,1,10
"SCP2959","Inflamed","Plasma::IgG plasma","Epithelial",1,1,1,10
"SCP2959","Inflamed","Plasma::IgG plasma","Mast",1,0,0,10
"SCP2959","Inflamed","Plasma::IgG plasma","Mesenchymal_stromal",1,1,1,10
"SCP2959","Inflamed","Plasma::IgG plasma","Myeloid",1,1,1,10
"SCP2959","Inflamed","Plasma::IgG plasma","T_NK",1,1,1,10
"SCP2959","Inflamed","Plasma::Transitional B","Endothelial",1,0,0,10
"SCP2959","Inflamed","Plasma::Transitional B","Epithelial",1,0,0,10
"SCP2959","Inflamed","Plasma::Transitional B","Mast",1,0,0,10
"SCP2959","Inflamed","Plasma::Transitional B","Mesenchymal_stromal",1,0,0,10
"SCP2959","Inflamed","Plasma::Transitional B","Myeloid",1,0,0,10
"SCP2959","Inflamed","Plasma::Transitional B","T_NK",1,0,0,10
"SCP2959","Inflamed","Endothelial","B_cell::ActB3",1,1,1,10
"SCP2959","Inflamed","Endothelial","B_cell::CSM",1,1,1,10
"SCP2959","Inflamed","Endothelial","B_cell::Centroblast B",1,0,0,10
"SCP2959","Inflamed","Endothelial","B_cell::Centrocyte B",1,0,0,10
"SCP2959","Inflamed","Endothelial","B_cell::DN2",1,1,1,10
"SCP2959","Inflamed","Endothelial","B_cell::IgM-only",1,0,0,10
"SCP2959","Inflamed","Endothelial","B_cell::MZ",1,0,0,10
"SCP2959","Inflamed","Endothelial","B_cell::Naïve B",1,0,0,10
"SCP2959","Inflamed","Endothelial","Plasma::Activated plasma",1,1,1,10
"SCP2959","Inflamed","Endothelial","Plasma::IgA plasma",1,1,1,10
"SCP2959","Inflamed","Endothelial","Plasma::IgG plasma",1,1,1,10
"SCP2959","Inflamed","Endothelial","Plasma::Transitional B",1,0,0,10
"SCP2959","Inflamed","Epithelial","B_cell::ActB3",1,1,1,10
"SCP2959","Inflamed","Epithelial","B_cell::CSM",1,1,1,10
"SCP2959","Inflamed","Epithelial","B_cell::Centroblast B",1,0,0,10
"SCP2959","Inflamed","Epithelial","B_cell::Centrocyte B",1,0,0,10
"SCP2959","Inflamed","Epithelial","B_cell::DN2",1,1,1,10
"SCP2959","Inflamed","Epithelial","B_cell::IgM-only",1,0,0,10
"SCP2959","Inflamed","Epithelial","B_cell::MZ",1,0,0,10
"SCP2959","Inflamed","Epithelial","B_cell::Naïve B",1,0,0,10
"SCP2959","Inflamed","Epithelial","Plasma::Activated plasma",1,1,1,10
"SCP2959","Inflamed","Epithelial","Plasma::IgA plasma",1,1,1,10
"SCP2959","Inflamed","Epithelial","Plasma::IgG plasma",1,1,1,10
"SCP2959","Inflamed","Epithelial","Plasma::Transitional B",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::ActB3",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::CSM",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::Centroblast B",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::Centrocyte B",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::DN2",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::IgM-only",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::MZ",1,0,0,10
"SCP2959","Inflamed","Mast","B_cell::Naïve B",1,0,0,10
"SCP2959","Inflamed","Mast","Plasma::Activated plasma",1,0,0,10
"SCP2959","Inflamed","Mast","Plasma::IgA plasma",1,0,0,10
"SCP2959","Inflamed","Mast","Plasma::IgG plasma",1,0,0,10
"SCP2959","Inflamed","Mast","Plasma::Transitional B",1,0,0,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::ActB3",1,1,1,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::CSM",1,1,1,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::Centroblast B",1,0,0,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::Centrocyte B",1,0,0,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::DN2",1,1,1,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::IgM-only",1,0,0,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::MZ",1,0,0,10
"SCP2959","Inflamed","Mesenchymal_stromal","B_cell::Naïve B",1,0,0,10
"SCP2959","Inflamed","Mesenchymal_stromal","Plasma::Activated plasma",1,1,1,10
"SCP2959","Inflamed","Mesenchymal_stromal","Plasma::IgA plasma",1,1,1,10
"SCP2959","Inflamed","Mesenchymal_stromal","Plasma::IgG plasma",1,1,1,10
"SCP2959","Inflamed","Mesenchymal_stromal","Plasma::Transitional B",1,0,0,10
"SCP2959","Inflamed","Myeloid","B_cell::ActB3",1,1,1,10
"SCP2959","Inflamed","Myeloid","B_cell::CSM",1,1,1,10
"SCP2959","Inflamed","Myeloid","B_cell::Centroblast B",1,0,0,10
"SCP2959","Inflamed","Myeloid","B_cell::Centrocyte B",1,0,0,10
"SCP2959","Inflamed","Myeloid","B_cell::DN2",1,1,1,10
"SCP2959","Inflamed","Myeloid","B_cell::IgM-only",1,0,0,10
"SCP2959","Inflamed","Myeloid","B_cell::MZ",1,0,0,10
"SCP2959","Inflamed","Myeloid","B_cell::Naïve B",1,0,0,10
"SCP2959","Inflamed","Myeloid","Plasma::Activated plasma",1,1,1,10
"SCP2959","Inflamed","Myeloid","Plasma::IgA plasma",1,1,1,10
"SCP2959","Inflamed","Myeloid","Plasma::IgG plasma",1,1,1,10
"SCP2959","Inflamed","Myeloid","Plasma::Transitional B",1,0,0,10
"SCP2959","Inflamed","T_NK","B_cell::ActB3",1,1,1,10
"SCP2959","Inflamed","T_NK","B_cell::CSM",1,1,1,10
"SCP2959","Inflamed","T_NK","B_cell::Centroblast B",1,0,0,10
"SCP2959","Inflamed","T_NK","B_cell::Centrocyte B",1,0,0,10
"SCP2959","Inflamed","T_NK","B_cell::DN2",1,1,1,10
"SCP2959","Inflamed","T_NK","B_cell::IgM-only",1,0,0,10
"SCP2959","Inflamed","T_NK","B_cell::MZ",1,0,0,10
"SCP2959","Inflamed","T_NK","B_cell::Naïve B",1,0,0,10
"SCP2959","Inflamed","T_NK","Plasma::Activated plasma",1,1,1,10
"SCP2959","Inflamed","T_NK","Plasma::IgA plasma",1,1,1,10
"SCP2959","Inflamed","T_NK","Plasma::IgG plasma",1,1,1,10
"SCP2959","Inflamed","T_NK","Plasma::Transitional B",1,0,0,10
"SCP2959","Control","B_cell::ActB3","Endothelial",9,4,4,10
"SCP2959","Control","B_cell::ActB3","Epithelial",9,4,4,10
"SCP2959","Control","B_cell::ActB3","Mast",9,4,4,10
"SCP2959","Control","B_cell::ActB3","Mesenchymal_stromal",9,4,4,10
"SCP2959","Control","B_cell::ActB3","Myeloid",9,4,4,10
"SCP2959","Control","B_cell::ActB3","T_NK",9,4,4,10
"SCP2959","Control","B_cell::CSM","Endothelial",9,5,5,10
"SCP2959","Control","B_cell::CSM","Epithelial",9,5,5,10
"SCP2959","Control","B_cell::CSM","Mast",9,5,5,10
"SCP2959","Control","B_cell::CSM","Mesenchymal_stromal",9,5,5,10
"SCP2959","Control","B_cell::CSM","Myeloid",9,5,5,10
"SCP2959","Control","B_cell::CSM","T_NK",9,5,5,10
"SCP2959","Control","B_cell::Centroblast B","Endothelial",9,2,2,10
"SCP2959","Control","B_cell::Centroblast B","Epithelial",9,2,2,10
"SCP2959","Control","B_cell::Centroblast B","Mast",9,2,2,10
"SCP2959","Control","B_cell::Centroblast B","Mesenchymal_stromal",9,2,2,10
"SCP2959","Control","B_cell::Centroblast B","Myeloid",9,2,2,10
"SCP2959","Control","B_cell::Centroblast B","T_NK",9,2,2,10
"SCP2959","Control","B_cell::Centrocyte B","Endothelial",9,2,2,10
"SCP2959","Control","B_cell::Centrocyte B","Epithelial",9,2,2,10
"SCP2959","Control","B_cell::Centrocyte B","Mast",9,2,2,10
"SCP2959","Control","B_cell::Centrocyte B","Mesenchymal_stromal",9,2,2,10
"SCP2959","Control","B_cell::Centrocyte B","Myeloid",9,2,2,10
"SCP2959","Control","B_cell::Centrocyte B","T_NK",9,2,2,10
"SCP2959","Control","B_cell::DN2","Endothelial",9,2,2,10
"SCP2959","Control","B_cell::DN2","Epithelial",9,2,2,10
"SCP2959","Control","B_cell::DN2","Mast",9,2,2,10
"SCP2959","Control","B_cell::DN2","Mesenchymal_stromal",9,2,2,10
"SCP2959","Control","B_cell::DN2","Myeloid",9,2,2,10
"SCP2959","Control","B_cell::DN2","T_NK",9,2,2,10
"SCP2959","Control","B_cell::IgM-only","Endothelial",9,2,2,10
"SCP2959","Control","B_cell::IgM-only","Epithelial",9,2,2,10
"SCP2959","Control","B_cell::IgM-only","Mast",9,2,2,10
"SCP2959","Control","B_cell::IgM-only","Mesenchymal_stromal",9,2,2,10
"SCP2959","Control","B_cell::IgM-only","Myeloid",9,2,2,10
"SCP2959","Control","B_cell::IgM-only","T_NK",9,2,2,10
"SCP2959","Control","B_cell::MZ","Endothelial",9,3,3,10
"SCP2959","Control","B_cell::MZ","Epithelial",9,3,3,10
"SCP2959","Control","B_cell::MZ","Mast",9,3,3,10
"SCP2959","Control","B_cell::MZ","Mesenchymal_stromal",9,3,3,10
"SCP2959","Control","B_cell::MZ","Myeloid",9,3,3,10
"SCP2959","Control","B_cell::MZ","T_NK",9,3,3,10
"SCP2959","Control","B_cell::Naïve B","Endothelial",9,4,4,10
"SCP2959","Control","B_cell::Naïve B","Epithelial",9,4,4,10
"SCP2959","Control","B_cell::Naïve B","Mast",9,4,4,10
"SCP2959","Control","B_cell::Naïve B","Mesenchymal_stromal",9,4,4,10
"SCP2959","Control","B_cell::Naïve B","Myeloid",9,4,4,10
"SCP2959","Control","B_cell::Naïve B","T_NK",9,4,4,10
"SCP2959","Control","Plasma::Activated plasma","Endothelial",9,5,5,10
"SCP2959","Control","Plasma::Activated plasma","Epithelial",9,5,5,10
"SCP2959","Control","Plasma::Activated plasma","Mast",9,5,5,10
"SCP2959","Control","Plasma::Activated plasma","Mesenchymal_stromal",9,5,5,10
"SCP2959","Control","Plasma::Activated plasma","Myeloid",9,5,5,10
"SCP2959","Control","Plasma::Activated plasma","T_NK",9,5,5,10
"SCP2959","Control","Plasma::IgA plasma","Endothelial",9,4,4,10
"SCP2959","Control","Plasma::IgA plasma","Epithelial",9,4,4,10
"SCP2959","Control","Plasma::IgA plasma","Mast",9,4,4,10
"SCP2959","Control","Plasma::IgA plasma","Mesenchymal_stromal",9,4,4,10
"SCP2959","Control","Plasma::IgA plasma","Myeloid",9,4,4,10
"SCP2959","Control","Plasma::IgA plasma","T_NK",9,4,4,10
"SCP2959","Control","Plasma::IgG plasma","Endothelial",9,2,2,10
"SCP2959","Control","Plasma::IgG plasma","Epithelial",9,2,2,10
"SCP2959","Control","Plasma::IgG plasma","Mast",9,2,2,10
"SCP2959","Control","Plasma::IgG plasma","Mesenchymal_stromal",9,2,2,10
"SCP2959","Control","Plasma::IgG plasma","Myeloid",9,2,2,10
"SCP2959","Control","Plasma::IgG plasma","T_NK",9,2,2,10
"SCP2959","Control","Plasma::Transitional B","Endothelial",9,0,0,10
"SCP2959","Control","Plasma::Transitional B","Epithelial",9,0,0,10
"SCP2959","Control","Plasma::Transitional B","Mast",9,0,0,10
"SCP2959","Control","Plasma::Transitional B","Mesenchymal_stromal",9,0,0,10
"SCP2959","Control","Plasma::Transitional B","Myeloid",9,0,0,10
"SCP2959","Control","Plasma::Transitional B","T_NK",9,0,0,10
"SCP2959","Control","Endothelial","B_cell::ActB3",9,4,4,10
"SCP2959","Control","Endothelial","B_cell::CSM",9,5,5,10
"SCP2959","Control","Endothelial","B_cell::Centroblast B",9,2,2,10
"SCP2959","Control","Endothelial","B_cell::Centrocyte B",9,2,2,10
"SCP2959","Control","Endothelial","B_cell::DN2",9,2,2,10
"SCP2959","Control","Endothelial","B_cell::IgM-only",9,2,2,10
"SCP2959","Control","Endothelial","B_cell::MZ",9,3,3,10
"SCP2959","Control","Endothelial","B_cell::Naïve B",9,4,4,10
"SCP2959","Control","Endothelial","Plasma::Activated plasma",9,5,5,10
"SCP2959","Control","Endothelial","Plasma::IgA plasma",9,4,4,10
"SCP2959","Control","Endothelial","Plasma::IgG plasma",9,2,2,10
"SCP2959","Control","Endothelial","Plasma::Transitional B",9,0,0,10
"SCP2959","Control","Epithelial","B_cell::ActB3",9,4,4,10
"SCP2959","Control","Epithelial","B_cell::CSM",9,5,5,10
"SCP2959","Control","Epithelial","B_cell::Centroblast B",9,2,2,10
"SCP2959","Control","Epithelial","B_cell::Centrocyte B",9,2,2,10
"SCP2959","Control","Epithelial","B_cell::DN2",9,2,2,10
"SCP2959","Control","Epithelial","B_cell::IgM-only",9,2,2,10
"SCP2959","Control","Epithelial","B_cell::MZ",9,3,3,10
"SCP2959","Control","Epithelial","B_cell::Naïve B",9,4,4,10
"SCP2959","Control","Epithelial","Plasma::Activated plasma",9,5,5,10
"SCP2959","Control","Epithelial","Plasma::IgA plasma",9,4,4,10
"SCP2959","Control","Epithelial","Plasma::IgG plasma",9,2,2,10
"SCP2959","Control","Epithelial","Plasma::Transitional B",9,0,0,10
"SCP2959","Control","Mast","B_cell::ActB3",9,4,4,10
"SCP2959","Control","Mast","B_cell::CSM",9,5,5,10
"SCP2959","Control","Mast","B_cell::Centroblast B",9,2,2,10
"SCP2959","Control","Mast","B_cell::Centrocyte B",9,2,2,10
"SCP2959","Control","Mast","B_cell::DN2",9,2,2,10
"SCP2959","Control","Mast","B_cell::IgM-only",9,2,2,10
"SCP2959","Control","Mast","B_cell::MZ",9,3,3,10
"SCP2959","Control","Mast","B_cell::Naïve B",9,4,4,10
"SCP2959","Control","Mast","Plasma::Activated plasma",9,5,5,10
"SCP2959","Control","Mast","Plasma::IgA plasma",9,4,4,10
"SCP2959","Control","Mast","Plasma::IgG plasma",9,2,2,10
"SCP2959","Control","Mast","Plasma::Transitional B",9,0,0,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::ActB3",9,4,4,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::CSM",9,5,5,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::Centroblast B",9,2,2,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::Centrocyte B",9,2,2,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::DN2",9,2,2,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::IgM-only",9,2,2,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::MZ",9,3,3,10
"SCP2959","Control","Mesenchymal_stromal","B_cell::Naïve B",9,4,4,10
